link,make,model,year_of_manufacture,km_driven,fuel_type,ownership,price,location,Reg year,Make year,Reg number,Engine capacity,Spare key,Transmission,KM driven,Fuel type
https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-hyderabad-10467782703/,Maruti,Vitara Brezza ZDI,2017,"1,11,621 km",Diesel,2nd owner,₹7.63L,"Bachupally, Hyderabad",Apr 2017,2017,TS07-FN5440Engine,1248 cc,YesTransmission,ManualKM,"111,621 km",Diesel2017
https://www.cars24.com/buy-used-maruti-brezza-2023-cars-hyderabad-10402183767/,Maruti,BREZZA ZXI SMART HYBRID,2023,"22,737 km",Petrol,1st owner,₹11.46L,"Attapur, Hyderabad",Jul 2023,2023,TS05-FN0306Engine,1462 cc,YesTransmission,ManualKM,"22,737 km",Petrol2023
https://www.cars24.com/buy-used-maruti-celerio-2022-cars-hyderabad-10401034797/,Maruti,Celerio VXI CNG,2022,"48,731 km",CNG,1st owner,₹6.37L,"Kompally, Hyderabad",Jun 2022,2022,TS15-FH2451Engine,998 cc,YesTransmission,ManualKM,"48,731 km",CNG2022
https://www.cars24.com/buy-used-skoda-rapid-2018-cars-hyderabad-10436387707/,Skoda,Rapid STYLE 1.6 MPI AT,2018,"55,595 km",Petrol,1st owner,₹7.32L,"Attapur, Hyderabad",Apr 2018,2018,TS09-EY9270Engine,1598 cc,NoTransmission,AutomaticKM,"55,595 km",Petrol2018
https://www.cars24.com/buy-used-maruti-swift-2017-cars-hyderabad-10420384717/,Maruti,Swift VXI,2017,"69,042 km",Petrol,2nd owner,₹5.09L,"Bachupally, Hyderabad",Aug 2017,2017,TS08-FJ7772Engine,1197 cc,NoTransmission,ManualKM,"69,042 km",Petrol2017
https://www.cars24.com/buy-used-maruti-ritz-2012-cars-hyderabad-10403889740/,Maruti,Ritz VXI,2012,"42,582 km",Petrol,1st owner,₹2.88L,"Attapur, Hyderabad",Jan 2013,2012,AP28-DR3112Insurance,,YesTransmission,ManualKM,"42,582 km",Petrol2012
https://www.cars24.com/buy-used-maruti-dzire-2017-cars-hyderabad-10445737782/,Maruti,Dzire VDI AMT,2017,"77,742 km",Diesel,1st owner,₹6.62L,"Kompally, Hyderabad",Oct 2017,2017,TS08-FN0192Engine,1248 cc,YesTransmission,AutomaticKM,"77,742 km",Diesel2017
https://www.cars24.com/buy-used-maruti-swift-dzire-2016-cars-hyderabad-10469439790/,Maruti,Swift Dzire VXI (O),2016,"34,781 km",Petrol,1st owner,₹4.94L,"Attapur, Hyderabad",Aug 2016,2016,TS11-EG8640Engine,1197 cc,YesTransmission,ManualKM,"34,781 km",Petrol2016
https://www.cars24.com/buy-used-maruti-dzire-2019-cars-hyderabad-10441434772/,Maruti,Dzire VXI AMT,2019,"41,666 km",Petrol,1st owner,₹6.56L,"Bachupally, Hyderabad",Nov 2019,2019,TS07-GY1070Engine,1197 cc,NoTransmission,AutomaticKM,"41,666 km",Petrol2019
https://www.cars24.com/buy-used-maruti-dzire-2017-cars-hyderabad-10412632712/,Maruti,Dzire VDI AMT,2017,"95,453 km",Diesel,1st owner,₹6.09L,"Attapur, Hyderabad",Nov 2017,2017,TS07-FW4950Engine,1248 cc,YesTransmission,AutomaticKM,"95,453 km",Diesel2017
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2012-cars-hyderabad-10469231792/,Maruti,Wagon R 1.0 LXI,2012,"61,391 km",Petrol,2nd owner,₹2.95L,"Attapur, Hyderabad",Apr 2012,2012,AP10-BA1247Engine,998 cc,YesTransmission,ManualKM,"61,391 km",Petrol2012
https://www.cars24.com/buy-used-skoda-kushaq-2021-cars-hyderabad-10439730789/,Skoda,KUSHAQ STYLE 1.0L TSI MT,2021,"36,691 km",Petrol,1st owner,₹12.64L,"Kompally, Hyderabad",Aug 2021,2021,TS08-HP5823Engine,999 cc,NoTransmission,ManualKM,"36,691 km",Petrol2021
https://www.cars24.com/buy-used-maruti-ciaz-2020-cars-hyderabad-10499531778/,Maruti,Ciaz DELTA 1.5 SHVS MT PETROL,2020,"50,172 km",Petrol,1st owner,₹7.61L,"Attapur, Hyderabad",Oct 2020,2020,TS03-FA2129Engine,1462 cc,NoTransmission,ManualKM,"50,172 km",Petrol2020
https://www.cars24.com/buy-used-maruti-brezza-2022-cars-hyderabad-10473087764/,Maruti,BREZZA ZXI SMART HYBRID,2022,"23,690 km",Petrol,1st owner,₹10.91L,"Kompally, Hyderabad",Sep 2022,2022,TS07-JK5363Engine,1462 cc,YesTransmission,ManualKM,"23,690 km",Petrol2022
https://www.cars24.com/buy-used-maruti-ritz-2013-cars-hyderabad-10437381762/,Maruti,Ritz ZDI,2013,"82,552 km",Diesel,1st owner,₹3.66L,"Kompally, Hyderabad",Feb 2014,2013,AP28-CL4896Engine,1248 cc,YesTransmission,ManualKM,"82,552 km",Diesel2013
https://www.cars24.com/buy-used-maruti-alto-800-2017-cars-hyderabad-10481237756/,Maruti,Alto 800 LXI,2017,"47,179 km",Petrol,1st owner,₹2.93L,"Attapur, Hyderabad",Aug 2017,2017,TS07-FS4925Engine,796 cc,YesTransmission,ManualKM,"47,179 km",Petrol2017
https://www.cars24.com/buy-used-maruti-swift-2012-cars-hyderabad-10491387728/,Maruti,Swift VXI,2012,"71,115 km",Petrol,3rd owner,₹3.31L,"Bachupally, Hyderabad",Nov 2012,2012,AP29-AW4585Engine,1197 cc,YesTransmission,ManualKM,"71,115 km",Petrol2012
https://www.cars24.com/buy-used-skoda-rapid-2019-cars-hyderabad-10456653783/,Skoda,Rapid STYLE 1.5 TDI AT,2019,"1,07,669 km",Diesel,2nd owner,₹8.06L,"Attapur, Hyderabad",Mar 2020,2019,TS15-FA2268Engine,1498 cc,NoTransmission,AutomaticKM,"107,669 km",Diesel2019
https://www.cars24.com/buy-used-maruti-dzire-2018-cars-hyderabad-10457038790/,Maruti,Dzire VXI AMT,2018,"68,760 km",Petrol,1st owner,₹5.99L,"Bachupally, Hyderabad",Feb 2018,2018,TS10-EP3043Engine,1197 cc,NoTransmission,AutomaticKM,"68,760 km",Petrol2018
https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-hyderabad-10404432796/,Maruti,Swift Dzire ZDI,2014,"98,752 km",Diesel,1st owner,₹5.27L,"Kompally, Hyderabad",Mar 2014,2014,AP28-DX0487Engine,1248 cc,YesTransmission,ManualKM,"98,752 km",Diesel2014
https://www.cars24.com/buy-used-maruti-baleno-2020-cars-hyderabad-10440538753/,Maruti,Baleno ZETA PETROL 1.2,2020,"65,323 km",Petrol,1st owner,₹6.95L,"Bachupally, Hyderabad",Feb 2021,2020,TS34-F1788Engine,1197 cc,NoTransmission,ManualKM,"65,323 km",Petrol2020
https://www.cars24.com/buy-used-maruti-dzire-2020-cars-hyderabad-10427282704/,Maruti,Dzire VXI AMT,2020,"41,774 km",Petrol,1st owner,₹6.81L,"Kompally, Hyderabad",Jun 2020,2020,TS11-ET6399Insurance,,YesTransmission,AutomaticKM,"41,774 km",Petrol2020
https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-hyderabad-10419637781/,Maruti,Ciaz ZETA DIESEL 1.3,2017,"1,01,069 km",Diesel,2nd owner,₹6.92L,"Kompally, Hyderabad",Jul 2017,2017,TS08-FK2424Engine,1248 cc,NoTransmission,ManualKM,"101,069 km",Diesel2017
https://www.cars24.com/buy-used-maruti-brezza-2022-cars-hyderabad-10483859716/,Maruti,BREZZA ZXI SMART HYBRID,2022,"66,111 km",Petrol,1st owner,₹11.09L,"Kompally, Hyderabad",Jan 2023,2022,TS32-G3499Engine,1462 cc,NoTransmission,ManualKM,"66,111 km",Petrol2022
https://www.cars24.com/buy-used-maruti-wagon-r-stingray-2014-cars-hyderabad-10467330759/,Maruti,Wagon R Stingray VXI,2014,"76,934 km",Petrol,2nd owner,₹3.33L,"Kompally, Hyderabad",Sep 2014,2014,TS09-EB8766Engine,998 cc,YesTransmission,ManualKM,"76,934 km",Petrol2014
https://www.cars24.com/buy-used-maruti-xl6-2022-cars-hyderabad-10417137777/,Maruti,XL6 ZETA AT,2022,"41,145 km",Petrol,1st owner,₹11.93L,"Kompally, Hyderabad",May 2022,2022,TS17-K3797Engine,1462 cc,NoTransmission,AutomaticKM,"41,145 km",Petrol2022
https://www.cars24.com/buy-used-maruti-celerio-x-2018-cars-hyderabad-10401988753/,Maruti,Celerio X ZXI AMT,2018,"68,971 km",Petrol,2nd owner,₹4.49L,"Bachupally, Hyderabad",Feb 2019,2018,TS08-GJ0447Engine,998 cc,NoTransmission,AutomaticKM,"68,971 km",Petrol2018
https://www.cars24.com/buy-used-maruti-baleno-2018-cars-hyderabad-10410339717/,Maruti,Baleno ALPHA CVT PETROL 1.2,2018,"43,363 km",Petrol,1st owner,₹6.66L,"Kompally, Hyderabad",Nov 2018,2018,TS09-FC7626Engine,1197 cc,YesTransmission,AutomaticKM,"43,363 km",Petrol2018
https://www.cars24.com/buy-used-maruti-swift-2014-cars-hyderabad-10442138751/,Maruti,Swift ZXI,2014,"48,194 km",Petrol,1st owner,₹4.71L,"Bachupally, Hyderabad",Jun 2014,2014,TS07-EC1081Engine,1197 cc,YesTransmission,ManualKM,"48,194 km",Petrol2014
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-hyderabad-10437835710/,Maruti,Wagon R 1.0 VXI+ (O) MT,2017,"92,836 km",Petrol,1st owner,₹3.85L,"Attapur, Hyderabad",Feb 2018,2017,TS09-EY2786Engine,998 cc,NoTransmission,ManualKM,"92,836 km",Petrol2017
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-hyderabad-10474830773/,Maruti,Wagon R 1.0 VXI,2018,"92,102 km",Petrol,1st owner,₹3.70L,"Bachupally, Hyderabad",Aug 2018,2018,TS07-GG4009Engine,998 cc,YesTransmission,ManualKM,"92,102 km",Petrol2018
https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-hyderabad-10493184746/,Maruti,Swift Dzire VXI,2014,"62,067 km",Petrol,1st owner,₹4.34L,"Kompally, Hyderabad",Dec 2014,2014,TS09-ED0387Engine,1197 cc,NoTransmission,ManualKM,"62,067 km",Petrol2014
https://www.cars24.com/buy-used-maruti-dzire-2022-cars-hyderabad-10422236790/,Maruti,Dzire VXI AMT,2022,"52,707 km",Petrol,2nd owner,₹7.06L,"Attapur, Hyderabad",Nov 2022,2022,TS05-FN2411Engine,1197 cc,NoTransmission,AutomaticKM,"52,707 km",Petrol2022
https://www.cars24.com/buy-used-maruti-baleno-2016-cars-hyderabad-10455851767/,Maruti,Baleno DELTA PETROL 1.2,2016,"97,531 km",Petrol,1st owner,₹5.13L,"Bachupally, Hyderabad",May 2016,2016,TS10-EG9669Engine,1197 cc,NoTransmission,ManualKM,"97,531 km",Petrol2016
https://www.cars24.com/buy-used-maruti-swift-2015-cars-hyderabad-10405132755/,Maruti,Swift VDI ABS,2015,"90,513 km",Diesel,1st owner,₹5.29L,"Attapur, Hyderabad",Mar 2015,2015,AP16-CZ6490Engine,1248 cc,NoTransmission,ManualKM,"90,513 km",Diesel2015
https://www.cars24.com/buy-used-maruti-swift-dzire-2016-cars-hyderabad-10432436776/,Maruti,Swift Dzire ZXI,2016,"38,023 km",Petrol,1st owner,₹6.06L,"Attapur, Hyderabad",Apr 2016,2016,TS09-EL8813Engine,1197 cc,YesTransmission,ManualKM,"38,023 km",Petrol2016
https://www.cars24.com/buy-used-skoda-kushaq-2022-cars-hyderabad-10415338750/,Skoda,KUSHAQ STYLE 1.0L TSI AT (6 AIRBAGS),2022,"19,562 km",Petrol,1st owner,₹15.08L,"Bachupally, Hyderabad",May 2022,2022,TS07-JF2328Engine,999 cc,NoTransmission,AutomaticKM,"19,562 km",Petrol2022
https://www.cars24.com/buy-used-maruti-celerio-x-2018-cars-hyderabad-10409430788/,Maruti,Celerio X ZXI AMT,2018,"14,268 km",Petrol,1st owner,₹4.94L,"Kompally, Hyderabad",Nov 2018,2018,TS11-EP1524Engine,998 cc,YesTransmission,AutomaticKM,"14,268 km",Petrol2018
https://www.cars24.com/buy-used-maruti-baleno-2019-cars-hyderabad-10410684789/,Maruti,Baleno ALPHA PETROL 1.2,2019,"73,813 km",Petrol,2nd owner,₹6.29L,"Attapur, Hyderabad",Feb 2020,2019,TS09-FK5579Engine,1197 cc,NoTransmission,ManualKM,"73,813 km",Petrol2019
https://www.cars24.com/buy-used-maruti-alto-2021-cars-hyderabad-10420583704/,Maruti,Alto VXI PLUS,2021,"24,381 km",Petrol,2nd owner,₹3.75L,"Bachupally, Hyderabad",Sep 2021,2021,TS07-HW1175Engine,796 cc,YesTransmission,ManualKM,"24,381 km",Petrol2021
https://www.cars24.com/buy-used-skoda-kushaq-2021-cars-hyderabad-10423030719/,Skoda,KUSHAQ AMBITION 1.0L TSI AT,2021,"44,075 km",Petrol,1st owner,₹12.34L,"Kompally, Hyderabad",Jun 2022,2021,TS07-JB1978Engine,999 cc,YesTransmission,AutomaticKM,"44,075 km",Petrol2021
https://www.cars24.com/buy-used-maruti-celerio-2017-cars-hyderabad-10424938788/,Maruti,Celerio ZXI (O),2017,"51,182 km",Petrol,2nd owner,₹4.14L,"Attapur, Hyderabad",Sep 2017,2017,TS08-FK6266Engine,998 cc,YesTransmission,ManualKM,"51,182 km",Petrol2017
https://www.cars24.com/buy-used-skoda-rapid-2017-cars-hyderabad-10492180743/,Skoda,Rapid STYLE 1.6 MPI AT,2017,"1,06,132 km",Petrol,1st owner,₹6.83L,"Kompally, Hyderabad",Oct 2017,2017,TS08-FN3828Engine,1598 cc,NoTransmission,AutomaticKM,"106,132 km",Petrol2017
https://www.cars24.com/buy-used-maruti-alto-2021-cars-hyderabad-10440784727/,Maruti,Alto VXI PLUS,2021,"24,463 km",Petrol,1st owner,₹3.92L,"Attapur, Hyderabad",Nov 2021,2021,TS15-FF4762Engine,796 cc,YesTransmission,ManualKM,"24,463 km",Petrol2021
https://www.cars24.com/buy-used-maruti-dzire-2021-cars-hyderabad-10475231756/,Maruti,Dzire VXI AMT,2021,"49,950 km",Petrol,1st owner,₹7.64L,"Kompally, Hyderabad",Nov 2021,2021,TS13-EU9468Engine,1197 cc,YesTransmission,AutomaticKM,"49,950 km",Petrol2021
https://www.cars24.com/buy-used-maruti-celerio-2019-cars-hyderabad-10437086764/,Maruti,Celerio ZXI,2019,"69,332 km",Petrol,1st owner,₹4.60L,"Attapur, Hyderabad",Aug 2019,2019,TS09-FG9320Engine,998 cc,NoTransmission,ManualKM,"69,332 km",Petrol2019
https://www.cars24.com/buy-used-maruti-celerio-2020-cars-hyderabad-10428930784/,Maruti,Celerio VXI (O),2020,"28,358 km",Petrol,1st owner,₹4.72L,"Kompally, Hyderabad",Nov 2020,2020,TS08-HF9300Engine,998 cc,NoTransmission,ManualKM,"28,358 km",Petrol2020
https://www.cars24.com/buy-used-maruti-baleno-2019-cars-hyderabad-10402238710/,Maruti,Baleno ALPHA CVT PETROL 1.2,2019,"32,201 km",Petrol,1st owner,₹7.43L,"Attapur, Hyderabad",Jul 2019,2019,TS10-EU2024Engine,1197 cc,YesTransmission,AutomaticKM,"32,201 km",Petrol2019
https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-hyderabad-10471433797/,Maruti,Alto K10 VXI,2019,"47,066 km",Petrol,2nd owner,₹3.26L,"Bachupally, Hyderabad",Jun 2019,2019,TS08-GL8863Engine,998 cc,NoTransmission,ManualKM,"47,066 km",Petrol2019
https://www.cars24.com/buy-used-skoda-rapid-2019-cars-hyderabad-10486231752/,Skoda,Rapid STYLE 1.6 MPI,2019,"81,413 km",Petrol,2nd owner,₹8.89L,"Bachupally, Hyderabad",Oct 2019,2019,TS08-GQ8866Engine,1598 cc,YesTransmission,ManualKM,"81,413 km",Petrol2019
https://www.cars24.com/buy-used-maruti-new-wagon-r-2019-cars-hyderabad-10479539733/,Maruti,New Wagon-R VXI 1.0 AMT,2019,"95,456 km",Petrol,1st owner,₹4.62L,"Attapur, Hyderabad",Feb 2019,2019,TS11-EQ1130Engine,998 cc,YesTransmission,AutomaticKM,"95,456 km",Petrol2019
https://www.cars24.com/buy-used-maruti-ignis-2017-cars-hyderabad-10470381765/,Maruti,IGNIS DELTA 1.2,2017,"85,064 km",Petrol,1st owner,₹4.65L,"Attapur, Hyderabad",Jan 2018,2017,TS08-FQ9841Engine,1197 cc,YesTransmission,ManualKM,"85,064 km",Petrol2017
https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-hyderabad-10479080746/,Maruti,Ciaz ALPHA 1.4 PETROL,2018,"98,119 km",Petrol,1st owner,₹6.57L,"Bachupally, Hyderabad",Jun 2018,2018,TS08-FZ1662Engine,1373 cc,YesTransmission,ManualKM,"98,119 km",Petrol2018
https://www.cars24.com/buy-used-maruti-celerio-2020-cars-hyderabad-10448788709/,Maruti,Celerio ZXI AMT,2020,"47,616 km",Petrol,2nd owner,₹5.62L,"Bachupally, Hyderabad",Mar 2020,2020,TS07-HE0434Engine,998 cc,YesTransmission,AutomaticKM,"47,616 km",Petrol2020
https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-hyderabad-10407139718/,Maruti,S PRESSO VXI+,2021,"18,842 km",Petrol,2nd owner,₹4.27L,"Bachupally, Hyderabad",Aug 2021,2021,TS07-HV3135Engine,998 cc,YesTransmission,ManualKM,"18,842 km",Petrol2021
https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-hyderabad-10405588765/,Maruti,Ciaz DELTA 1.4 MT PETROL,2017,"1,05,815 km",Petrol,2nd owner,₹5.45L,"Attapur, Hyderabad",Jun 2017,2017,TS08-FH5684Engine,1373 cc,YesTransmission,ManualKM,"105,815 km",Petrol2017
https://www.cars24.com/buy-used-maruti-swift-2018-cars-hyderabad-10428736794/,Maruti,Swift ZDI AMT,2018,"94,745 km",Diesel,1st owner,₹6.58L,"Kompally, Hyderabad",May 2018,2018,TS07-GA6981Engine,1248 cc,NoTransmission,AutomaticKM,"94,745 km",Diesel2018
https://www.cars24.com/buy-used-maruti-ciaz-2020-cars-hyderabad-10465831752/,Maruti,Ciaz DELTA 1.5 SHVS MT PETROL,2020,"61,765 km",Petrol,2nd owner,₹7.43L,"Kompally, Hyderabad",Jun 2020,2020,TS15-FA4763Engine,1462 cc,YesTransmission,ManualKM,"61,765 km",Petrol2020
https://www.cars24.com/buy-used-maruti-celerio-2016-cars-hyderabad-10495336717/,Maruti,Celerio VXI AMT,2016,"69,973 km",Petrol,2nd owner,₹3.81L,"Attapur, Hyderabad",Feb 2017,2016,TS09-ES0735Engine,998 cc,NoTransmission,AutomaticKM,"69,973 km",Petrol2016
https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-hyderabad-10422535785/,Maruti,S PRESSO LXI (O) CNG,2020,"80,265 km",CNG,1st owner,₹4.86L,"Kompally, Hyderabad",Oct 2020,2020,TS07-HL1169Engine,998 cc,YesTransmission,ManualKM,"80,265 km",CNG2020
https://www.cars24.com/buy-used-maruti-alto-k10-2011-cars-hyderabad-10410388707/,Maruti,Alto K10 VXI,2011,"72,134 km",Petrol,1st owner,₹1.83L,"Kompally, Hyderabad",Dec 2011,2011,AP28-DL5882Engine,998 cc,YesTransmission,ManualKM,"72,134 km",Petrol2011
https://www.cars24.com/buy-used-maruti-swift-2016-cars-hyderabad-10467385790/,Maruti,Swift VDI ABS,2016,"86,162 km",Diesel,2nd owner,₹4.77L,"Kompally, Hyderabad",Mar 2016,2016,TS11-EF6483Engine,1248 cc,YesTransmission,ManualKM,"86,162 km",Diesel2016
https://www.cars24.com/buy-used-maruti-alto-800-2013-cars-hyderabad-10404189761/,Maruti,Alto 800 LXI,2013,"56,113 km",Petrol,2nd owner,₹2.19L,"Attapur, Hyderabad",Oct 2013,2013,AP29-CA2793Engine,796 cc,NoTransmission,ManualKM,"56,113 km",Petrol2013
https://www.cars24.com/buy-used-maruti-ignis-2019-cars-hyderabad-10421939775/,Maruti,IGNIS DELTA 1.2,2019,"72,496 km",Petrol,2nd owner,₹4.51L,"Bachupally, Hyderabad",Feb 2020,2019,TS34-D9378Engine,1197 cc,NoTransmission,ManualKM,"72,496 km",Petrol2019
https://www.cars24.com/buy-used-maruti-ignis-2017-cars-hyderabad-10424637711/,Maruti,IGNIS DELTA 1.2,2017,"77,579 km",Petrol,2nd owner,₹4.29L,"Kompally, Hyderabad",Oct 2018,2017,TS08-GB6102Engine,1197 cc,NoTransmission,ManualKM,"77,579 km",Petrol2017
https://www.cars24.com/buy-used-maruti-celerio-2015-cars-hyderabad-10409431795/,Maruti,Celerio ZXI AMT,2015,"75,112 km",Petrol,1st owner,₹3.86L,"Attapur, Hyderabad",Nov 2015,2015,TS11-EE6668Engine,998 cc,YesTransmission,AutomaticKM,"75,112 km",Petrol2015
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-hyderabad-10418532757/,Maruti,Wagon R 1.0 VXI AMT,2018,"64,157 km",Petrol,1st owner,₹4.06L,"Attapur, Hyderabad",Jul 2018,2018,TS10-EQ6992Engine,998 cc,NoTransmission,AutomaticKM,"64,157 km",Petrol2018
https://www.cars24.com/buy-used-maruti-dzire-2020-cars-hyderabad-10447036756/,Maruti,Dzire ZXI PLUS AMT,2020,"32,142 km",Petrol,1st owner,₹7.67L,"Bachupally, Hyderabad",Jul 2020,2020,TS07-HF5457Engine,1197 cc,YesTransmission,AutomaticKM,"32,142 km",Petrol2020
https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-hyderabad-10491835792/,Maruti,Alto K10 VXI (O) AMT,2018,"64,519 km",Petrol,1st owner,₹3.24L,"Kompally, Hyderabad",Aug 2018,2018,TS07-GF2526Engine,998 cc,NoTransmission,AutomaticKM,"64,519 km",Petrol2018
https://www.cars24.com/buy-used-maruti-alto-2019-cars-hyderabad-10403138793/,Maruti,Alto LXI,2019,"31,475 km",Petrol,1st owner,₹3.14L,"Attapur, Hyderabad",Oct 2019,2019,TS09-FH7797Engine,796 cc,YesTransmission,ManualKM,"31,475 km",Petrol2019
https://www.cars24.com/buy-used-maruti-celerio-2019-cars-hyderabad-10442133789/,Maruti,Celerio ZXI AMT (O),2019,"87,744 km",Petrol,1st owner,₹4.95L,"Kompally, Hyderabad",Aug 2019,2019,TS08-GP5550Engine,998 cc,NoTransmission,AutomaticKM,"87,744 km",Petrol2019
https://www.cars24.com/buy-used-maruti-ignis-2017-cars-hyderabad-10420437754/,Maruti,IGNIS ZETA 1.2 AMT,2017,"39,347 km",Petrol,1st owner,₹5.51L,"Kompally, Hyderabad",May 2017,2017,TS09-ET2967Engine,1197 cc,YesTransmission,AutomaticKM,"39,347 km",Petrol2017
https://www.cars24.com/buy-used-maruti-new-wagon-r-2019-cars-hyderabad-10424288724/,Maruti,New Wagon-R VXI 1.2,2019,"52,608 km",Petrol,2nd owner,₹5.04L,"Bachupally, Hyderabad",Apr 2019,2019,TS13-EN7090Engine,1197 cc,YesTransmission,ManualKM,"52,608 km",Petrol2019
https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-hyderabad-10408432751/,Maruti,Ciaz ZETA 1.4 AT PETROL,2018,"88,132 km",Petrol,1st owner,₹7.90L,"Attapur, Hyderabad",Jul 2018,2018,TS07-GE3803Engine,1373 cc,YesTransmission,AutomaticKM,"88,132 km",Petrol2018
https://www.cars24.com/buy-used-maruti-alto-k10-2016-cars-hyderabad-10420387752/,Maruti,Alto K10 VXI AMT,2016,"85,292 km",Petrol,1st owner,₹3.17L,"Bachupally, Hyderabad",Mar 2017,2016,TS13-EG6980Engine,998 cc,NoTransmission,AutomaticKM,"85,292 km",Petrol2016
https://www.cars24.com/buy-used-maruti-dzire-2017-cars-hyderabad-10414833730/,Maruti,Dzire ZXI PLUS AMT,2017,"72,891 km",Petrol,2nd owner,₹6.21L,"Kompally, Hyderabad",Nov 2017,2017,TS08-FP2916Engine,1197 cc,YesTransmission,AutomaticKM,"72,891 km",Petrol2017
https://www.cars24.com/buy-used-maruti-baleno-2019-cars-hyderabad-10440738786/,Maruti,Baleno ZETA PETROL 1.2,2019,"58,448 km",Petrol,1st owner,₹6.75L,"Bachupally, Hyderabad",Mar 2020,2019,TS07-HC8073Engine,1197 cc,YesTransmission,ManualKM,"58,448 km",Petrol2019
https://www.cars24.com/buy-used-maruti-swift-2016-cars-hyderabad-10428788746/,Maruti,Swift ZXI,2016,"1,18,573 km",Petrol,1st owner,₹4.99L,"Kompally, Hyderabad",Jan 2017,2016,TS08-FC2543Engine,1197 cc,NoTransmission,ManualKM,"118,573 km",Petrol2016
https://www.cars24.com/buy-used-maruti-baleno-2022-cars-hyderabad-10499738731/,Maruti,Baleno ALPHA PETROL 1.2,2022,"49,533 km",Petrol,1st owner,₹8.22L,"Attapur, Hyderabad",Apr 2022,2022,TS09-FV5001Engine,1197 cc,NoTransmission,ManualKM,"49,533 km",Petrol2022
https://www.cars24.com/buy-used-maruti-celerio-2016-cars-hyderabad-10421732785/,Maruti,Celerio ZXI AMT,2016,"87,315 km",Petrol,1st owner,₹4.06L,"Kompally, Hyderabad",Mar 2016,2016,TS07-EX3827Engine,998 cc,NoTransmission,AutomaticKM,"87,315 km",Petrol2016
https://www.cars24.com/buy-used-maruti-alto-2020-cars-hyderabad-10463184763/,Maruti,Alto LXI,2020,"30,292 km",Petrol,1st owner,₹3.53L,"Kompally, Hyderabad",Sep 2020,2020,TS07-HK3041Engine,796 cc,NoTransmission,ManualKM,"30,292 km",Petrol2020
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-hyderabad-10499080767/,Maruti,Wagon R 1.0 VXI,2015,"34,292 km",Petrol,2nd owner,₹3.49L,"Bachupally, Hyderabad",Jul 2015,2015,TS11-ED5671Engine,998 cc,YesTransmission,ManualKM,"34,292 km",Petrol2015
https://www.cars24.com/buy-used-maruti-alto-2022-cars-hyderabad-10429136735/,Maruti,Alto VXI,2022,"10,612 km",Petrol,1st owner,₹4.24L,"Kompally, Hyderabad",Mar 2023,2022,TS08-JP3821Engine,796 cc,YesTransmission,ManualKM,"10,612 km",Petrol2022
https://www.cars24.com/buy-used-maruti-celerio-2021-cars-hyderabad-10420932797/,Maruti,Celerio ZXI AMT,2021,"24,059 km",Petrol,1st owner,₹5.95L,"Bachupally, Hyderabad",Jan 2022,2021,TS10-FB2103Engine,998 cc,NoTransmission,AutomaticKM,"24,059 km",Petrol2021
https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-hyderabad-10477237750/,Maruti,New Wagon-R VXI (O) 1.2 AMT,2021,"37,541 km",Petrol,1st owner,₹5.81L,"Attapur, Hyderabad",Nov 2021,2021,TS08-HU2904Engine,1197 cc,NoTransmission,AutomaticKM,"37,541 km",Petrol2021
https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-hyderabad-10450937771/,Maruti,S PRESSO VXI+,2021,"26,875 km",Petrol,2nd owner,₹4.39L,"Attapur, Hyderabad",Jun 2021,2021,TS08-HQ2129Engine,998 cc,NoTransmission,ManualKM,"26,875 km",Petrol2021
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-hyderabad-10415631753/,Maruti,Wagon R 1.0 VXI,2017,"66,341 km",Petrol,1st owner,₹3.92L,"Kompally, Hyderabad",Apr 2017,2017,TS09-ES8939Engine,998 cc,YesTransmission,ManualKM,"66,341 km",Petrol2017
https://www.cars24.com/buy-used-maruti-celerio-x-2019-cars-hyderabad-10422133757/,Maruti,Celerio X ZXI AMT,2019,"52,328 km",Petrol,1st owner,₹5.05L,"Attapur, Hyderabad",Jan 2020,2019,TS09-FK4366Engine,998 cc,YesTransmission,AutomaticKM,"52,328 km",Petrol2019
